recipe_id,recipe_name,image_url,ingredients,cooking_directions
23942,Ham Roll Ups I,https://images.media-allrecipes.com/userphotos/720x405/3963840.jpg,cream cheese^prepared horseradish^finely chopped onion^sour cream^cooked ham thinly sliced,"{'directions':  Prep 30 m Ready In 30 m In a medium bowl, blend the cream cheese, horseradish, onion and sour cream. Spread the mixture onto the ham slices. Tightly roll the slices and secure with toothpicks.'}"
9680,Chocolate Peanut Cookies,http://images.media-allrecipes.com/userphotos/250x250/325075.jpg,unsalted butter^peanut butter^packed brown sugar^vanilla extract^egg^unbleached all-purpose flour^unsweetened cocoa powder^baking soda^squares milk chocolate coarsely chopped^salted peanuts,"{'directions':  Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets. In a large bowl, cream together butter, peanut butter and vanilla. Mix in sugar and egg until well blended. Combine the flour, cocoa and baking soda; Stir into the peanut butter mixture. Add the cut-up chocolate and peanuts. Stir well. Wet hands with cold water and roll teaspoon sized amounts of dough into balls. Flatten balls slightly and place 2 inches apart on cookie sheets. Bake for 12 minutes. Transfer to wire racks to cool.'}"
165553,Goat Cheese Torta,http://images.media-allrecipes.com/userphotos/720x405/2099757.jpg,sweetened shredded coconut^chopped pecans^reduced-fat cream cheese^goat cheese^honey^ground cinnamon^berry cranberry sauce,"{'directions':  Prep 15 m Ready In 8 h 15 m Line a 6-inch springform pan with plastic wrap, and sprinkle half of the coconut and pecans evenly onto the bottom. Beat together the cream cheese, goat cheese, honey, and cinnamon in a bowl until no lumps of cheese remain. Spread half of the cheese into the springform pan, then spread the cranberry sauce on top. Carefully spread the remaining cheese over the cranberry sauce, and sprinkle with the remaining coconut and pecans. Cover the torta with a sheet of plastic wrap, and press down firmly to pack. Refrigerate overnight before serving. Remove the springform pan and plastic wrap to serve.'}"
246530,Real Nacho Cheese Sauce,https://images.media-allrecipes.com/userphotos/720x405/3535867.jpg,butter^cornstarch^milk^shredded Cheddar cheese^cream cheese^taco seasoning mix^hot pepper sauce,"{'directions':  Prep 10 m Cook 5 m Ready In 15 m Melt butter in a saucepan over medium-high heat. Whisk in cornstarch until paste forms, 30 seconds to 1 minute. Whisk in milk gradually until smooth, 1 to 2 minutes. Simmer until thickened to sauce consistency, about 2 minutes. Whisk Cheddar cheese, cream cheese, taco seasoning, and hot sauce into milk mixture until smooth, 1 to 2 minutes more. Add more milk as needed for desired consistency. Keep warm until ready to use.'}"
203240,Blueberry Stuffed French Toast,http://images.media-allrecipes.com/userphotos/250x250/875543.jpg,firm white bread^Neufchatel cheese^blueberries^milk^eggs^maple syrup^vanilla extract^white sugar^ground nutmeg^white sugar^cornstarch^water^white sugar^butter^blueberries,"{'directions':  Prep 20 m Cook 30 m Ready In 8 h 50 m Grease a 9x13 inch baking dish with butter. Cut 10 slices of the bread into 3/4 inch cubes. Spread Neufchatel cheese over one side of the remaining 6 slices of bread. Arrange the bread, cheese side up, in the baking dish. Sprinkle with 1 cup of the blueberries, then top with the bread cubes. Whisk together the milk, eggs, maple syrup, vanilla extract, and 1/4 cup of sugar in a bowl. Pour over the bread. Cover and refrigerate overnight. Preheat an oven to 350 degrees F (175 degrees C). Mix together the nutmeg and 1/4 cup of sugar in a small bowl. Sprinkle over bread mixture. Cover with foil and bake in the preheated oven until a knife inserted into the center comes out clean, 20 to 30 minutes. Cool in the pan for 5 minutes before serving. To make compote: Heat cornstarch, water and remaining 1 cup of sugar over medium heat and bring to a simmer, cooking until thickened, about 3 minutes. Remove from heat and stir in butter and the remaining 1 cup of blueberries. Serve with the french toast.'}"
214927,Spinach Stuffed Mushrooms,http://images.media-allrecipes.com/userphotos/720x405/3646239.jpg,olive oil^large whole fresh mushrooms stems removed^egg^salt and ground black pepper to taste^minced garlic^frozen chopped spinach thawed and drained^grated Parmesan cheese^shredded Gouda cheese^shredded mozzarella cheese^dry bread crumbs^grated Parmesan cheese,"{'directions':  Prep 20 m Cook 25 m Ready In 45 m Preheat an oven to 375 degrees F (190 degrees C). Brush 30 cups in muffin pans lightly with olive oil. Brush the remaining olive oil onto the mushrooms on all sides, and place them gill-sides-up into the muffin cups. Bake the mushrooms in the preheated oven until just tender, about 12 minutes. While the mushrooms are baking, beat the egg, salt, and garlic in a mixing bowl. Stir in the drained spinach, 1/4 cup Parmesan cheese, Gouda cheese, mozzarella cheese, and bread crumbs until evenly blended. Remove the mushrooms from the oven, and drain off any accumulated juice. Fill the mushroom caps with the spinach mixture, and replace into the muffin pan. Sprinkle the mushrooms with the remaining 1/4 cup Parmesan cheese. Return to the oven, and bake until the stuffing is hot and golden brown, about 10 minutes.'}"
261188,Autumn Rainbow Sheet Pan Dinner,https://images.media-allrecipes.com/userphotos/720x405/4569495.jpg,chicken breasts^bottle garlic rosemary citrus marinade (such as Stonewall Kitchen®^butternut squash peeled and chopped^fresh brussels sprouts halved^baby carrots^Gala apple^olive oil^salt and freshly ground black pepper to taste,"{'directions': u""Prep 15 m Cook 27 m Ready In 1 h 42 m Place chicken breast halves in a gallon-size resealable plastic bag and add marinade. Refrigerate for 1 hour. Preheat oven to 450 degrees F (230 degrees C). Line a sheet pan with heavy-duty aluminum foil. Place butternut squash, brussels sprouts, baby carrots, and apple on the sheet pan. Drizzle with olive oil and sprinkle with salt and pepper. Place marinated chicken breasts on top of vegetable-fruit mixture and drizzle with leftover marinade from bag. Bake in the preheated oven until chicken is no longer pink and the juices run clear, 25 to 30 minutes. An instant-read thermometer inserted into the center should read 165 degrees F (74 degrees C). Turn on the oven's broiler. Broil until vegetables are lightly browned, 2 to 3 minutes.""}"
84009,Curried Beef with Winter Vegetables,https://images.media-allrecipes.com/userphotos/720x405/4464921.jpg,beef for stew^olive oil^fresh ginger root peeled and diced^garlic^onions^celery ribs^curry powder^coriander powder^Asian five-spice powder^ground turmeric^carrots^parsnips peeled and sliced^potatoes^zucchini sliced^apples^raisins^cashews^water,"{'directions':  Prep 35 m Cook 1 h 30 m Ready In 2 h 5 m Preheat oven to 350 degrees F (175 degrees C). Line a roasting pan with aluminum foil. Place the beef into a pan with enough water to cover. Bring to a boil, reduce heat and simmer for 30 minutes. Meanwhile, heat the olive oil in a deep pot over medium-high heat. Stir in the ginger, garlic, onions, and celery, and cook until vegetables soften, about 5 minutes. Mix in the curry powder, coriander powder, five-spice powder, and turmeric, and toss to evenly coat the onion mixture. Cook about 5 minutes more, and stir in the carrots, parsnips, potatoes, zucchini, and apples. Stir in the beef with its cooking liquid, raisins, and cashews, and toss to evenly blend the spices. Pour the beef and vegetable mixture into the prepared roasting pan. Drizzle 1/2 cup water over the mixture. Cover the pan with aluminum foil. Bake in preheated oven until heated through, about 1 hour.'}"
25188,Crispy Wings,https://images.media-allrecipes.com/userphotos/720x405/3624149.jpg,oil for deep frying^all-purpose flour divided^garlic powder^eggs beaten^crushed cornflake crumbs^chicken wings^carrot,"{'directions': u""Prep 15 m Cook 15 m Ready In 30 m Preheat oil in a large, deep skillet or deep fryer. In a shallow dish or bowl mix together 3/4 cup flour with 2 tablespoons garlic powder; in a second shallow dish or bowl combine eggs and 4 tablespoons garlic powder and mix together. In a third shallow dish or bowl mix together cornflake crumbs, remaining 1/4 cup flour and remaining 2 tablespoons garlic powder. Dip each wing in the flour mixture, crumb mixture, egg mixture then back in the crumb mixture. Drop carrot into hot oil; when it starts to fry, drop in the wings. Fry about 10 minutes, or until cooked through - they'll be a deep golden color.""}"
14194,Tomato Vinaigrette,https://images.media-allrecipes.com/userphotos/720x405/883326.jpg,chopped tomatoes^white wine vinegar^dried basil^dried thyme^ground mustard,"{'directions':  Prep 5 m Ready In 5 m In a blender or small food processor, blend or process the tomatoes, vinegar, basil, thyme, and mustard on medium to high speed, about 25 seconds or until well combined. To store, transfer to a jar with a tight-fitting cover and refrigerate for up to 2 days. Shake well before serving.'}"
22754,Pasta Primavera,https://images.media-allrecipes.com/userphotos/720x405/425563.jpg,dry pasta^margarine^envelope dry vegetable soup mix^all-purpose flour^milk^grated Parmesan cheese,{'directions':  Prep 10 m Cook 20 m Ready In 30 m Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain. In a saucepan melt margarine. Blend soup mix with flour and milk and add to skillet; stir. Bring to a boil. Reduce heat and simmer 10 minutes. Stir in cheese. Toss with cooked pasta.'}
236626,Diced Sweet Potatoes with Onions and Garlic,https://images.media-allrecipes.com/userphotos/720x405/1129521.jpg,olive oil^large sweet potatoes^salt^ground black pepper^small onion^chopped garlic,"{'directions':  Prep 15 m Cook 1 h Ready In 1 h 15 m Preheat oven to 350 degrees F (175 degrees C). Coat the inside of a glass or non-stick baking dish with olive oil. Place sweet potatoes into the prepared baking dish and turn to evenly coat with the olive oil in the baking dish. Season sweet potatoes with salt and pepper. Add onion and garlic to sweet potato mixture. Bake in the preheated oven until sweet potatoes are tender, about 1 hour.'}"
217975,Broccoli Rabe with Roasted Peppers,https://images.media-allrecipes.com/userphotos/250x250/942578.jpg,broccoli rabe trimmed^extra-virgin olive oil^garlic^roasted red peppers^fresh lemon juice^grated Parmesan cheese,"{'directions':  Prep 10 m Cook 10 m Ready In 20 m Bring a large pot of lightly salted water to a boil. Add the broccoli rabe, and cook uncovered until the stems are tender, about 5 minutes. Drain in a colander. Heat the olive oil in a large skillet over medium heat. Stir in the garlic, and cook until tender, about 1 minute. Add the broccoli rabe. Cook and stir until the broccoli rabe has been cooked to your desired degree of tenderness, about 5 minutes for soft. Stir in the roasted peppers until heated, then remove the skillet from the heat, and stir in the lemon juice. Sprinkle with Parmesan cheese to serve.'}"
246951,Santa Fe Hatch Chile Green Sauce,https://images.media-allrecipes.com/userphotos/720x405/4523845.jpg,Hatch chile peppers^corn oil^chopped onion^minced garlic^all-purpose flour^beef broth^salt,"{'directions': u""Prep 10 m Cook 30 m Ready In 55 m Set oven rack about 6 inches from the heat source and preheat the oven's broiler. Line a baking sheet with aluminum foil. Place chile peppers cut-side down on baking sheet. Broil in the preheated oven until skin is heavily blistered and turning black, about 4 minutes per side. Transfer chile peppers to a bowl and cover tightly with plastic wrap. Allow peppers to steam as they cool, about 15 minutes. Peel and chop the chile peppers. Heat oil in a saucepan over medium heat. Add onion; cook and stir until browned, about 5 minutes. Add garlic; cook until fragrant, about 2 minutes. Stir in flour until mixture thickens. Stir in chopped chile peppers, beef broth, and salt. Bring to a boil; reduce heat and simmer until flavors combine, about 10 minutes.""}"
100008,Homemade Pickled Ginger (Gari),https://images.media-allrecipes.com/userphotos/720x405/4586026.jpg,fresh young ginger root peeled^sea salt^rice vinegar^white sugar,"{'directions': u""Prep 40 m Cook 5 m Ready In 45 m Cut the ginger into chunks and place them into a bowl. Sprinkle with sea salt, stir to coat and let stand for about 30 minutes. Transfer the ginger to a clean jar. In a saucepan, stir together the rice vinegar and sugar until sugar has dissolved. Bring to a boil, then pour the boiling liquid over the ginger root pieces in the jar. Allow the mixture to cool, then put the lid on the jar and store in the refrigerator for at least one week. You will see that the liquid will change to slightly pinkish in few minutes. Don't be alarmed because it's the reaction of rice vinegar that causes the change. Only quality rice vinegar can do that! Some commercial pickled ginger has red coloring added. Cut pieces of ginger into paper thin slices for serving.""}"
132109,Seafood Bake for Two,https://images.media-allrecipes.com/userphotos/720x405/2486993.jpg,halibut fillets^scallops^peeled and deveined jumbo shrimp^dry white wine^melted butter^lemon juice^seafood seasoning such as Old Bay™^minced garlic^Salt and pepper to taste^chopped fresh parsley,"{'directions':  Prep 10 m Cook 10 m Ready In 20 m Preheat oven to 450 degrees F (230 degrees C). Arrange the halibut, scallops, and shrimp in an oven-safe, glass baking dish. Drizzle with wine, butter, and lemon juice. Sprinkle with the seasoning and garlic. Season to taste with salt and pepper. Bake in preheated oven until the halibut has turned white, and is flaky, 10 to 12 minutes. Sprinkle with parsley just before serving.'}"
254865,Italian Sausage Penne,https://images.media-allrecipes.com/userphotos/720x405/3808205.jpg,penne pasta^Johnsonville® Mild Italian Sausage Links coin-sliced^olive oil^medium green bell pepper^medium red bell pepper^medium onion^garlic^marinara sauce heated,"{'directions':  Prep 15 m Cook 15 m Ready In 30 m Cook pasta according to package directions. In skillet, brown sausage in oil for 3-4 minutes. Add peppers, onion and garlic. Continue to cook until vegetables are tender. Divide prepared pasta in bowls, top with marinara sauce and sausage vegetable mixture.'}"
186476,Pomacello Martini,https://images.media-allrecipes.com/userphotos/720x405/878763.jpg,fluid ounces pomegranate juice^fluid ounce limoncello liqueur^fluid ounces vodka^fresh lemon,"{'directions':  Prep 5 m Ready In 5 m Pour the pomegranate juice, limoncello, and vodka into a cocktail shaker over ice. Cover and shake. Strain into a chilled martini glass, and garnish with a slice of lemon.'}"
23005,Sweet Heavenly Rice Dessert,http://images.media-allrecipes.com/userphotos/720x405/996385.jpg,crushed pineapple^instant rice^non-instant vanilla pudding mix^milk^miniature marshmallows^chopped pecans,"{'directions':  Prep 10 m Cook 7 m Ready In 45 m Bring 3/4 cup reserved pineapple juice to a boil in a medium saucepan. Stir in instant rice and simmer 2 minutes. Remove from heat, cover and let steam, 5 minutes. Prepare pudding mix with milk according to package directions. Fold marshmallows into hot pudding. Stir in pineapple, pecans and rice mixture. Chill until serving.'}"
9966,Jesse's Toffee Bars,http://images.media-allrecipes.com/userphotos/720x405/18074.jpg,graham crackers^blanched slivered almonds^butter^vanilla extract^packed light brown sugar^bars milk chocolate candy bar chopped,"{'directions':  Preheat over to 400 degrees F (200 degrees C). Spray 11 x 15 inch jelly roll pan with non-stick spray. Completely cover with a single layer of graham crackers. Sprinkle with almonds. Combine butter, vanilla, and brown sugar in a heavy saucepan. Place over medium heat and bring to a full boil, stirring constantly. Boil for 1 minute. Carefully pour evenly over crackers (this mixture is hot!). Bake for 8 minutes. Let cool for 3 to 4 minutes. Evenly space chocolate bars over cracker/toffee mixture. Wait 1 minute and spread chocolate to cover. When completely cool, cut into 2 inch squares or break into pieces.'}"
230739,Raspberry-Sour Cream Crumb Cake,https://images.media-allrecipes.com/userphotos/720x405/1023320.jpg,Topping:^all-purpose flour^white sugar^lemon zested^unsalted butter^Cake:^all-purpose flour^white sugar^baking powder^baking soda^salt^room-temperature eggs^sour cream^vanilla extract^fresh raspberries^confectioners' sugar,"{'directions': u""Prep 20 m Cook 40 m Ready In 1 h Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 10-inch springform pan. Stir 1 cup flour, 2/3 cup sugar, and lemon zest together in a bowl; add melted butter and stir with a fork until the mixture turns crumbly. Set aside. Mix 1 3/4 cup flour, 1 cup sugar, baking powder, baking soda, and salt together in a large bowl. Whisk together the eggs, sour cream, and vanilla in another bowl until they are well blended. Add the egg mixture to the flour mixture in the large bowl and beat until you get a smooth and fluffy batter, about 2 minutes. Pour into the prepared pan; cover with an even layer of raspberries. Sprinkle the topping over the raspberries. Bake in preheated oven until a toothpick inserted into the center comes out clean, 38 to 42 minutes. Cool on a wire rack for 20 minutes before removing sides. Dust with confectioners' sugar to serve.""}"
246293,Cream of Fennel Soup (Fennel Vichyssoise),https://images.media-allrecipes.com/userphotos/720x405/3405964.jpg,butter^heads fennel bulbs and stalks diced into 1/4-inch pieces^leeks^potatoes^chicken broth^carrots^red bell pepper^heavy whipping cream^anise-flavored liqueur (such as Pernod®)^salt and white pepper to taste,"{'directions':  Prep 15 m Cook 33 m Ready In 48 m Melt butter in a large pot over medium heat. Add fennel; cook and stir until fragrant, about 5 minutes. Stir in leeks; cook until slightly softened, 3 to 5 minutes. Add potatoes and broth. Bring soup to a boil; reduce heat and simmer until vegetables are very tender, about 15 minutes. Puree soup with an immersion blender until smooth. Add carrots and red bell pepper; simmer until softened, about 5 minutes. Remove from heat. Stir in heavy cream and anise-flavored liqueur. Season with salt and white pepper.'}"
24850,Pork Chops in Red Sauce,https://images.media-allrecipes.com/userphotos/720x405/1110816.jpg,center cut pork chops^onion^to taste salt and pepper to taste^beef bouillon^hot water^condensed tomato soup,{'directions':  Prep 10 m Cook 1 h Ready In 1 h 10 m Preheat oven to 375 degrees F (190 degrees C). Heat a large lightly oiled skillet over medium-high heat. Brown pork chops on both sides. Place pork chops in a casserole dish and cover with sliced onions. Dissolve bouillon cube in hot water and mix with tomato soup. Pour soup mixture over pork chops. Cover casserole and bake in preheated oven for 1 hour.'}
195993,Prune Sauce,https://images.media-allrecipes.com/userphotos/250x250/481248.jpg,red wine^water^pitted prunes^distilled white vinegar^honey^ground ginger^ground cinnamon^all-purpose flour,"{'directions':  Prep 10 m Cook 40 m Ready In 50 m Bring the wine, water, prunes, vinegar, honey, ginger, and cinnamon to a boil in a saucepan. Reduce heat to medium-low and simmer until the prunes are tender, about 25 minutes. Combine the prune mixture with the flour in a blender, filling the pitcher no more than halfway full. Hold down the lid of the blender with a folded kitchen towel, and carefully start the blender, using a few quick pulses to get the prunes moving before leaving it on to puree. Puree in batches until smooth and return to a clean pot. Simmer over medium-low heat until the sauce has thickened, about 15 minutes.'}"
257694,Easy Leftover Rotisserie Chicken Salad,https://images.media-allrecipes.com/userphotos/720x405/4501637.jpg,shredded rotisserie chicken^chopped pecans^apple cored and chopped^seedless green grapes quartered^mayonnaise^low-fat vanilla yogurt^Dijon mustard^lemon juice^ground cumin^salt and ground black pepper to taste,"{'directions':  Prep 15 m Ready In 1 h 15 m Place shredded chicken, pecans, apple, and quartered grapes in a bowl. Stir. Mix mayonnaise, yogurt, mustard, lemon juice, cumin, salt, and pepper together in a small bowl. Pour over chicken mixture and toss to coat. Cover and refrigerate until chilled, about 1 hour.'}"
23094,Peanut Butter and Banana Smoothie,https://images.media-allrecipes.com/userphotos/720x405/437024.jpg,banana^peanut butter^soy milk^honey,"{'directions':  Prep 10 m Ready In 10 m In a blender, combine banana, peanut butter and soy milk. Blend until smooth. Pour into glasses and drizzle with honey for garnish.'}"
237136,Kale Banana Smoothie,http://images.media-allrecipes.com/userphotos/720x405/1914374.jpg,fluid ounces coconut water chilled^banana^avocado peeled and pitted^packed kale^lemon juiced^cayenne pepper,"{'directions':  Prep 10 m Ready In 10 m Put coconut water, banana, avocado, kale, lemon juice, and cayenne pepper in blender; blend until smooth, about 30 seconds.'}"
244833,Butternut Squash with Apple and Cranberries,https://images.media-allrecipes.com/userphotos/720x405/2562018.jpg,I Can't Believe It's Not Butter!® Spread melted^butternut squash cut into 1/2-inch cubes^medium apple cubed^dried cranberries^ground cinnamon^ground nutmeg^firmly packed brown sugar,{'directions':  Prep 15 m Cook 45 m Ready In 1 h Preheat oven to 425 degrees F. Combine all ingredients in 1-1/2-quart baking dish. Cover and bake 30 minutes. Remove cover and bake an additional 15 minutes or until squash is tender.'}
9571,Kay's Shortbread,http://images.media-allrecipes.com/userphotos/720x405/1792679.jpg,all-purpose flour^baking powder^salt^confectioners' sugar^butter^vanilla extract^white sugar,"{'directions': u""Prep 15 m Cook 30 m Ready In 45 m Preheat oven to 350 degrees F (175 degrees C). In a medium bowl, stir together the flour, baking powder, salt and confectioners' sugar. Stir in the butter and vanilla, and mix until a stiff dough forms. Pat dough into 9-inch round cake pan, and prick well with a fork. Sprinkle remaining sugar over dough. Bake for 30 to 35 minutes in the preheated oven, or until golden. Cut into wedges while warm. Cool on wire rack; separate cookies.""}"
